Concept,Evaluation_mean,Evaluation_std,Potency_mean,Potency_std,Activity_mean,Activity_std
reviewer (of code),1.8333333333333333,1.7666666666666666,1.5722222222222222,1.7106871769215872,1.1888888888888889,1.7954847345769236
rewrite,1.0138888888888888,1.690521414925285,1.0027777777777778,1.892600520023986,0.5166666666666668,1.8180422926262683
right,1.7916666666666667,1.742663191784345,1.4222222222222223,1.8755904420136182,1.2583333333333335,1.593105806627768
rockstar programmer,1.8935483870967742,1.7723568205278506,2.1225806451612907,1.6257424462567478,1.6741935483870967,2.091914964955205
root,0.9428571428571431,1.3322989184726022,1.342857142857143,1.4689715963967473,0.16000000000000003,1.7458849577547444
rude,-1.446341463414634,2.113729516463398,-0.6951219512195123,2.1485050071190677,0.6170731707317074,2.291117784393268
run,1.807894736842105,1.4490253673540217,1.6526315789473685,1.4814176784250073,1.6710526315789478,2.089687447636336
save,2.146511627906977,1.4263873437870775,1.9395348837209307,1.424068775266877,1.4976744186046513,1.8832787307559349
scale,1.1128205128205129,1.5108461692943898,0.8435897435897436,1.7044128053898377,1.1051282051282054,1.8181349584541817
schema,0.3885714285714285,1.8549965619639188,0.7142857142857144,1.7471843237691007,0.4971428571428572,1.9491369099879956
screen,1.6638888888888888,1.235617879123589,1.5666666666666664,1.394034911088432,1.2361111111111114,1.532998655101566
script,1.6710526315789473,1.3116698667481768,1.6447368421052628,1.6284796539654716,1.5315789473684212,1.4101334881115433
search,2.1027777777777774,1.6254035586263067,1.7055555555555553,1.831202465358706,1.125,1.7450525302504027
select,1.1781250000000003,1.353637316409015,0.9687500000000001,1.3309858892940978,0.7781250000000001,1.4037303816527589
separate,0.17714285714285719,1.4206810669103573,0.40571428571428575,1.0359103262742546,0.3885714285714284,1.3037903925689518
server,1.5795454545454546,1.3219440824122604,1.4886363636363633,1.6775544848340327,1.6340909090909086,1.3663060987099123
set,1.4032258064516132,1.244208226263502,0.9935483870967741,1.6533320186180755,0.9677419354838713,1.2834899742685437
setting,1.683333333333334,1.5562597612366786,0.9333333333333336,1.9389286847237175,0.9805555555555556,1.7869619539014698
similar,1.3682926829268292,1.2373139721009445,0.5317073170731706,1.7042899994254446,1.0560975609756096,1.4491458847748575
simple,1.355555555555556,1.7314804911860904,0.588888888888889,1.9374636595556483,0.5611111111111112,2.0035077264329537
simplify,1.5114285714285716,1.6462548715313847,1.3542857142857143,1.518898634282252,0.6942857142857142,1.7765042490629668
skilled,2.2750000000000004,1.7397916541931107,2.1694444444444447,1.7457598543716724,1.8444444444444446,1.849090533875812
skip,0.23076923076923073,1.811098808862595,0.341025641025641,1.7586005433689056,0.5230769230769232,1.973992640006743
slander,-1.4125,2.1935630262201267,0.07499999999999993,2.309085316743407,0.3718749999999999,2.428249675048882
slow,-0.5777777777777777,1.9512262684315433,-0.4749999999999999,1.990166799263039,-1.6694444444444447,2.0938825506227587
small,0.923684210526316,1.6631349931800985,0.8921052631578945,2.0874791620702617,1.218421052631579,1.9137803953594177
software,1.6812500000000004,1.4418819083059473,1.7624999999999997,1.386486116050211,1.325,1.624807680927192
software designer,2.182857142857143,1.4203592532043663,1.9257142857142855,1.5896707398780696,1.5342857142857145,1.5304421129936572
software developer,1.4897435897435896,2.1587977271067973,1.7692307692307696,1.7974560151037748,1.2307692307692308,2.2474092031120505
software maintainer,2.151219512195121,1.2265601217641966,1.6390243902439026,1.472160855603412,1.2463414634146341,1.790503071557375
software tester,1.3999999999999997,1.7846568297574747,1.5055555555555555,1.9157163505598813,1.3722222222222227,1.8610945272892974
software user,1.8805555555555553,1.5900418311136844,1.5777777777777777,1.994591452335138,1.3083333333333336,1.8166475534162738
solution,1.7935483870967746,1.5491799045594887,2.064516129032258,1.475946582453438,1.4193548387096775,1.8382002689936152
solve,2.0585365853658533,1.2882159358748821,1.804878048780488,1.486024524550966,1.6024390243902435,1.7567275292815427
special,1.9860465116279074,1.5563196591823927,1.7139534883720924,1.5343480390098634,1.5511627906976748,1.7003928537900055
specific,2.008333333333333,1.4050257016233627,1.8472222222222225,1.4616364708228602,1.7527777777777778,1.276820293435374
specify,1.8714285714285714,1.4541706381638844,1.9371428571428575,1.754681202512006,1.7,1.4863185584331702
standard,1.4250000000000005,1.5522161576275386,1.3812499999999999,1.6689138496339468,0.7437500000000001,1.9254768078322835
star,1.8305555555555557,1.4400654777637416,1.613888888888889,1.73111280487722,0.8972222222222221,1.8868677912690106
statement,1.1314285714285715,1.5702177153087364,1.1314285714285717,1.5497043826063692,1.057142857142857,1.439302552187932
stifle,-1.0645161290322578,1.668599642175704,-0.1709677419354839,2.426758564009134,-0.4612903225806451,2.082287423895366
strict,-0.03225806451612907,2.0655995141259944,1.0419354838709678,1.9892897409017682,0.3580645161290321,1.669223152044549
string,1.1256410256410256,1.7417524256228407,1.1794871794871793,1.772898465164983,1.041025641025641,1.9371824568525828
style,2.0146341463414634,1.3726529370759732,1.8048780487804874,1.6004498177931856,1.7853658536585364,1.5296358526658744
submissive,0.4527777777777777,1.7706693823885915,0.06388888888888881,1.8581880029536806,-0.19722222222222235,1.8382488815765083
submit,1.8052631578947371,1.2894199773992738,1.6394736842105264,1.5382046051166978,1.5184210526315791,1.4147447720642414
sufficient,1.5514285714285712,1.2259973033229323,1.5,1.46443553240538,0.7600000000000001,1.6037812462160435
super,1.7384615384615383,1.8237205398566605,2.0256410256410255,1.5128031289744366,1.466666666666667,2.1439638981524847
supporter,1.6210526315789473,1.5179899962808925,1.8578947368421055,1.3394090564493788,1.6763157894736842,1.5426283467078137
switch,0.7857142857142859,1.7676688211383065,0.9485714285714288,1.8368251224905012,1.1771428571428573,1.6537551579508316
syntax,1.1527777777777777,1.4334275378172554,1.3083333333333336,1.552663482177928,1.0777777777777782,1.5590437081591448
system,1.5552631578947371,1.7139823386090396,1.928947368421053,1.5887611682885177,1.5921052631578945,1.4399162217857582
table,1.0674418604651161,1.3012911173911816,1.116279069767442,1.4515317062376172,1.030232558139535,1.7852802377531825
talk about,1.1085714285714285,1.4609921146890814,1.2514285714285718,1.277580621682232,1.2914285714285714,1.396602290984686
talk to,1.5153846153846153,1.7084313485135498,1.6948717948717955,1.7320432158327237,1.0794871794871796,2.1862248796028756
talkative,1.6342105263157896,1.698494118761718,1.4105263157894736,1.7047595097695114,1.2947368421052632,1.7356854202638055
teach,2.1317073170731713,1.5747146895108,1.829268292682927,1.6956535400897896,1.6243902439024391,1.4984187580709758
team,2.1837209302325573,1.477573471601507,2.2465116279069766,1.375085424358573,2.006976744186047,1.3212741118060758
teammate,2.616666666666666,1.280082462621495,1.875,1.8377787014642313,2.197222222222223,1.2872205438055522
"teamwork towards common goals, organizational unity",2.419444444444445,1.3850028969974606,2.4750000000000005,1.2919354559041338,2.052777777777778,1.6102943331907285
temporary,0.8861111111111113,1.3632381339577262,0.4083333333333333,1.7049560111627515,0.7444444444444442,1.4438460298884679
test,1.7886363636363634,1.4703456472251855,1.5863636363636362,1.3474877144137039,1.2431818181818184,1.7720555254065735
test case,1.183333333333334,2.1971572542719833,0.9833333333333335,2.118896463308725,0.5249999999999999,1.9744725033959492
think about,1.8500000000000005,1.5648038570731833,1.722222222222222,1.622945044443573,1.355555555555556,1.7256954225349341
tricky,-0.5694444444444444,1.9592826698174293,0.40277777777777785,1.9040141968295285,0.19722222222222227,1.781772854819839
trigger,-0.006250000000000002,1.8577435069190795,1.13125,1.5065352427009466,0.9156250000000001,1.707357127075352
trivial,1.4947368421052634,1.4926041122853306,1.0078947368421058,1.7311969663467206,0.9210526315789476,1.6230507166471613
trust,2.6444444444444444,1.3953184511956092,2.497222222222222,1.4372980266054605,1.4694444444444446,1.5703537189019345
trustworthy,2.1488372093023247,1.6463309584229955,2.4046511627906977,1.2375808150021712,1.0976744186046512,1.9053765265559044
try statement,1.45625,1.5229366163764007,1.4156250000000004,1.8100603192642504,0.8781250000000003,1.9635322723029025
typo,-0.9285714285714284,1.6399601787101727,-0.3428571428571429,1.5631992312992908,-0.05428571428571432,1.396187227956983
unclear,-0.6222222222222222,2.402904620929418,-0.8249999999999997,2.29654027228399,-0.2861111111111112,2.496125083424059
uncooperative,-1.0444444444444443,2.5984444539468057,-0.6694444444444446,2.331763691624914,0.14444444444444443,2.475035852090996
undefined,0.30937500000000007,1.9218089419541682,0.12812500000000002,2.2226440300630688,0.13750000000000004,1.823929480544684
unfriendly,-1.6516129032258062,2.1320701688722155,-0.3709677419354839,2.549028094149978,-0.1129032258064516,2.3165243619843534
unknown,-0.40625,1.9429258703048864,-0.13437500000000002,1.9354601156766316,-0.5593750000000001,1.902278136702149
unlikely,0.4461538461538461,2.0227990449699544,0.15641025641025644,1.930297555353189,0.2923076923076923,2.034999479037874
unmotivated,-1.70625,2.0904451529518777,-1.58125,1.9939655055943168,-1.6749999999999998,2.1937410968480306
unnecessary,-0.8048780487804876,1.9467234786176157,-1.0097560975609756,1.7101996571572773,-0.34146341463414637,1.852351914328152
unrelated,0.588888888888889,1.7722831755453154,-0.02222222222222219,1.8921051050073994,0.10555555555555561,1.751815636615725
unreliable,-1.9400000000000002,1.7150093710697742,-0.862857142857143,2.269812542830759,-0.6828571428571428,2.045690343036266
unskilled,-0.658974358974359,2.1201980977497157,-0.6461538461538462,2.2485147409865753,-0.5948717948717948,2.1458306284810895
untrustworthy,-1.478048780487805,2.552522635060953,-0.553658536585366,2.3770341800569117,-0.06585365853658534,2.4396730844668473
unused,0.13888888888888887,2.0591635003048334,-0.022222222222222213,1.9200855176428282,-0.486111111111111,1.854746580140589
update,1.6483870967741938,1.2037229795290982,1.4354838709677422,1.5296106160839198,0.9032258064516129,1.8050974186860194
upgrade,1.8885714285714283,1.422025000497817,1.2857142857142858,1.7401383946839004,1.1742857142857146,1.6745733541315373
upload,1.2289473684210526,1.8517286226568834,1.2526315789473685,1.6623915622894598,1.28421052631579,1.7905492123911197
use,1.8243902439024393,1.2235056565509355,1.2048780487804875,1.5900531084108243,1.1609756097560977,1.4277524634775076
use case scenario,1.4024390243902438,1.5980915149591446,1.2292682926829268,1.6936385859227328,1.4634146341463412,1.3017354452967542
useful,1.9447368421052629,1.8124855525262384,1.8526315789473682,1.7753779200504805,1.5184210526315791,2.047701569431328
useless,-1.2697674418604654,2.268032123528803,-0.8209302325581394,2.4319155183015218,-0.2441860465116279,2.5199023906512634
utility,1.8390243902439023,1.4961541020115847,1.4000000000000001,1.7572150915721105,1.5560975609756096,1.3640057185503123
valid,2.0472222222222225,1.6635781568506536,1.636111111111111,1.9493806392142121,1.4944444444444445,1.7079787346523643
validate,1.6972222222222226,1.7539615653826357,1.8944444444444442,1.8557634614064793,1.225,1.6907222322624926
value,1.7194444444444446,1.7880497514275844,1.938888888888889,1.776431782124833,1.4194444444444445,1.9217786096976308
variable,1.4500000000000004,1.3436062584618225,1.377777777777778,1.6307992435733794,1.1194444444444447,1.594925885502807
vector,1.6459459459459456,1.4475691823255634,1.064864864864865,1.7036076531269015,1.0405405405405406,1.9315949801330978
verbose,0.9314285714285715,1.755281243817628,1.2142857142857146,1.7763755808053747,1.34,1.5624522849857343
verify,1.913888888888889,1.3731862335818712,1.958333333333333,1.324633072883875,0.7916666666666665,1.713082828638994
version,1.3651162790697675,1.3227673108193299,1.5255813953488373,1.2279862553688445,1.2767441860465119,1.4854076582889315
video,1.6777777777777776,1.6372590766126836,1.5027777777777782,1.858985104104912,1.725,1.7174553204604124
visible,1.7906250000000001,1.558516797912361,1.68125,1.1306628310420397,0.9250000000000003,1.5167811312117514
vote on,2.013157894736842,1.4371336700514563,1.892105263157895,1.534752093635864,1.4473684210526316,1.8578052759138393
wait for,0.6697674418604652,1.7286282885195996,0.5302325581395348,1.8879710881360556,-0.06279069767441861,2.204648709644401
warning,-0.19375000000000003,2.184024024020798,0.5656249999999999,2.191975332747839,0.565625,2.158067621594606
watch,1.455555555555556,1.2893677271447694,1.2527777777777778,1.5048968423692164,0.45833333333333354,1.9312308970648169
watcher,1.1290322580645158,1.6484975658962526,0.9806451612903224,1.824284102598254,0.9419354838709679,1.860935282289507
weird,0.4677419354838709,1.8770923116101486,0.5580645161290323,1.7149765715597864,0.6903225806451615,1.7853082933749398
well-known,1.8888888888888888,1.1057370035354948,1.8083333333333331,1.4131082761062579,1.466666666666667,1.5414639506362486
whitespace,1.2741935483870968,1.7645190776645765,1.019354838709678,1.7113321268190573,0.4709677419354838,1.788708950231098
wrapper,0.7714285714285716,1.3081221936307739,0.6028571428571428,1.3442971003009532,0.8171428571428572,1.439143736350734
write,1.8156250000000005,1.2693771541094476,1.4218749999999998,1.6938739576411816,0.9406250000000002,1.9908948011823728
